id	relevance
26635551336.0	0.5685179895529157
26635574430.0	0.5708892168740055
26635580914.0	0.5607029549097761
26635617160.0	0.37703774677357793
26635637481.0	0.05240302325652024
26635683225.0	0.08545911441150866
26635702529.0	0.5459207560396131
26635772236.0	0.31323189941983975
26635773691.0	0.3259674385883775
26635956886.0	0.36009690127413735
26636855131.0	0.056527161484704054
26637712637.0	-0.059965802879271474
26637794270.0	0.5836527296898203
26637891149.0	-0.059965802879271474
26643679031.0	0.27540827978307586
26643679398.0	0.4533520862851329
26643681480.0	0.44274478107229087
26643682508.0	0.5744969937603172
26643688645.0	0.4674964687179954
26643691594.0	0.5441652023136395
26643700273.0	0.3522428801247303
26643704936.0	0.33210654204129314
26643706877.0	0.2841465442619222
26643712511.0	0.5522222229606671
26643715432.0	0.2631682325903013
26643715573.0	0.17413215313048447
26643719586.0	0.4386647797688686
26643723150.0	0.3382937455243505
26643727375.0	0.08328402025680452
26643729383.0	0.4817941352949239
26643733268.0	0.5811173032919213
26643734238.0	0.4009791407597239
26643743888.0	0.17181825012824598
26643755494.0	0.5613893017786266
26643758216.0	0.18905226274690914
26643763655.0	0.07987322483469399
26643765034.0	0.7843424617852404
26643766851.0	0.4330270873344132
26643772949.0	0.6842140948721845
26643773357.0	0.35968908121611165
26643773792.0	0.7427898879844173
26643775069.0	0.6537308198763546
26643775105.0	0.5845423528246215
26643782202.0	0.14200288271028727
26643782797.0	0.1891351295939071
26643784113.0	0.07436571381412041
26643788537.0	0.2478361676722706
26643791416.0	0.46893917861980056
26643795098.0	0.17328092234412662
26643796798.0	-0.021423927269951532
26643837826.0	0.6540025712834169
26643839414.0	0.5330841295386773
26643844786.0	0.5960196673807818
26643905332.0	0.3530757914547365
26643973840.0	0.5614840321358049
26643987493.0	0.1358828012678006
26643989435.0	0.21695214968598459
26643989969.0	0.38441172889409686
26644038440.0	0.0485281003264526
26644043147.0	0.3114479320594484
26644060652.0	0.4785892252540971
26644074226.0	0.5326142431713821
26644204275.0	0.1952488132189163
26644208263.0	0.6970329462968279
26644210714.0	0.13120471016090887
26644215390.0	0.43056873264004153
26644323098.0	0.8011100311200864
26644326254.0	0.5510105453943013
26644332995.0	0.2104721880769667
26644335288.0	0.16313118176350141
26644341328.0	0.5401644904596252
26644343248.0	0.5087980652239826
26644344495.0	0.23053503574970788
26644350001.0	0.5615284119547141
26644351152.0	0.512737284164551
26644368446.0	0.8445459637415192
26644374176.0	0.12127391700050084
26644386901.0	0.5281675788136866
26644410168.0	0.11010993670807555
26644433471.0	0.7214981858999949
26644457572.0	0.3932645411006993
26644484852.0	0.4555018745378671
26644492061.0	0.7769725954338298
26644536549.0	0.6151962497144673
26644552281.0	0.6396575280266608
26644791489.0	0.5113566485214887
26644889960.0	0.4125610167505705
26645077608.0	0.36850889819232874
26645373933.0	0.3130458737989956
26645389407.0	0.4452759503982568
26645398817.0	0.5520948059439551
26646158054.0	0.3025611868082208
26646244445.0	0.6958469059458412
26646290493.0	0.514570460120173
26646366170.0	0.4983421249276648
26648320748.0	0.34390554380751054
26648327119.0	0.41856312107946686
26650420076.0	0.27733014177287657
26650749592.0	0.39931534391063495
26651360836.0	0.46945984271677527
26654552322.0	0.6266207682501569
26654557305.0	-0.06781787237858182
26654558808.0	-0.03407267060533747
26654653045.0	0.6743615375830737
26654832611.0	0.5078202654080786
26655938365.0	0.02638010982126767
26662722458.0	0.363536724374096
26662734336.0	0.576487835835882
26662768414.0	0.7038047931040503
26662819978.0	0.5339805485236426
26662841916.0	0.8107199918947559
26662856802.0	0.6039976107760584
26662883795.0	0.3913359359957797
26662889863.0	-0.024499908052721786
26662897393.0	0.6631654389398446
26662962903.0	0.43940020206139174
26662972682.0	0.019896233636398267
26663075268.0	0.3051310380698458
26663087441.0	0.332946085627213
26663126231.0	0.6465472355087593
26663211524.0	0.17852592829188668
26663212026.0	0.2179256063764441
26663354425.0	0.322714975460084
26663379620.0	0.2722584894051873
26663450474.0	0.5255477715307753
26663626225.0	0.019896233636398267
26663628726.0	0.5622551774749752
